,SqFootage,ProjType,Rooms,AppType,ProjName,Category,CreYear,LastYear,BOZA,PC,LDT,DRC,Units
646,25065,industrial,0,SITEPLAN,UPS Flight Simulator Facility,industrial,2017,2017,No decision,No decision,No decision,Approved,0
647,3220,retail,0,SITEPLAN,1701 W Broadway Expansion,commercial,2017,2018,Approved,No decision,No decision,No decision,0
648,9412,mini-warehouse,0,SITEPLAN,9127 Galene Dr,commercial,2017,2017,No decision,No decision,Approved,No decision,0
649,5943,restaurant,0,SITEPLAN,Thieneman,commercial,2017,2017,No decision,No decision,No decision,No decision,0
650,6485,medical,0,SITEPLAN,8517 Preston Hwy,commercial,2017,2017,No decision,No decision,No decision,No decision,0
651,10200,daycare,0,SITEPLAN,Masonic Home Drive,commercial,2017,2017,No decision,No decision,No decision,Approved,0
652,8250,auto services,0,SITEPLAN,Tire Discounters,commercial,2017,2017,No decision,No decision,Approved,No decision,0
653,1050,retail,0,SITEPLAN,Shoppes at Plainview,commercial,2017,2017,No decision,No decision,No decision,No decision,0
654,0,multi-family,0,SITEPLAN,Middletown Apartments,multi family,2017,2017,No decision,No decision,No decision,Approved,80
655,29950,warehouse,0,SITEPLAN,Blankenbaker Station II Lot 8,industrial,2017,2017,No decision,No decision,Approved,No decision,0
656,10000,office,0,SITEPLAN,Blankenbaker Station II Lot 8,commercial,2017,2017,No decision,No decision,Approved,No decision,0
657,756,commercial,0,SITEPLAN,Hwangs Martial Arts,commercial,2017,2017,No decision,No decision,No decision,No decision,0
658,0,multi-family,0,SITEPLAN,Delcour Multi-Family Apts,multi family,2017,2017,No decision,No decision,Approved,No decision,192
659,12360,retail,0,SITEPLAN,Koppel Center,commercial,2017,2017,No decision,No decision,No decision,No decision,0
660,40000,contractor,0,SITEPLAN,Koppel Center,industrial,2017,2017,No decision,No decision,No decision,No decision,0
661,191201,retail,0,SITEPLAN,7413 Bardstown Rd,commercial,2017,2017,No decision,No decision,No decision,Approved,0
662,22000,restaurant,0,SITEPLAN,7413 Bardstown Rd,commercial,2017,2017,No decision,No decision,No decision,Approved,0
663,10800,retail,0,SITEPLAN,Willis-Klein Showrooms,commercial,2017,2017,No decision,No decision,No decision,Approved,0
664,900,restaurant,0,SITEPLAN,Tavern Kitchen Addition,commercial,2017,2017,No decision,No decision,No decision,Approved,0
665,210000,warehouse,0,SITEPLAN,Algood Manufacturing,industrial,2017,2017,No decision,No decision,No decision,No decision,0
666,76500,recreation,0,SITEPLAN,YMCA @ 1700 Broadway,commercial,2017,2017,Approved,No decision,No decision,No decision,0
667,7369,retail,0,SITEPLAN,Central Station,commercial,2017,2017,Approved,No decision,No decision,No decision,0
668,960,private club,0,SITEPLAN,Tennis Club,commercial,2017,2017,No decision,No decision,Approved,No decision,0
669,60000,office,0,SITEPLAN,12620 Plantside Dr.,commercial,2017,2017,No decision,No decision,Approved,No decision,0
670,4500,retail,0,SITEPLAN,Bluegrass manor,commercial,2017,2017,No decision,No decision,Approved,No decision,0
671,1764,commercial,0,SITEPLAN,3416 Bank St,commercial,2017,2017,No decision,Approved,No decision,Approved,0
672,12300,daycare,0,SITEPLAN,14801 Bush Farm Rd,commercial,2017,2017,No decision,Approved,No decision,No decision,0
673,2040,auto services,0,SITEPLAN,7519 Preston Hwy,commercial,2017,2017,No decision,No decision,No decision,No decision,0
674,1120,auto services,0,SITEPLAN,Dayton Freight Lines,commercial,2017,2017,No decision,No decision,No decision,No decision,0
675,10526,grocery,0,SITEPLAN,JR Foods (Smyrna Pwy),commercial,2017,2017,No decision,Approved,Sent to PC,No decision,0
676,3148,restaurant,0,SITEPLAN,Popeyes @ Bardstown Rd,commercial,2017,2017,No decision,No decision,No decision,Approved,0
677,11698,grocery,0,SITEPLAN,JR Foods,commercial,2017,2017,No decision,No decision,No decision,No decision,0
678,8400,retail,0,SITEPLAN,13905 Promenade Green Way,commercial,2017,2017,No decision,No decision,Approved,No decision,0
679,54000,office,0,SITEPLAN,13905 Promenade Green Way,commercial,2017,2017,No decision,No decision,Approved,No decision,0
680,5200,retail,0,SITEPLAN,101 Whittington Parkway,commercial,2017,2018,Approved,Approved,No decision,Continued,0
681,21000,restaurant,0,SITEPLAN,101 Whittington Parkway,commercial,2017,2018,Approved,Approved,No decision,Continued,0
682,0,hotel,49,SITEPLAN,101 Whittington Parkway,hotel,2017,2018,Approved,Approved,No decision,Continued,0
683,80000,grocery,0,SITEPLAN,101 Whittington Parkway,commercial,2017,2018,Approved,Approved,No decision,Continued,0
684,4892,retail,0,SITEPLAN,Retail Hardware Store,commercial,2017,2017,No decision,No decision,Approved,No decision,0
685,16290,restaurant,0,SITEPLAN,3541 Outer Loop,commercial,2017,2017,No decision,No decision,No decision,Approved,0
686,0,hotel,66,SITEPLAN,3541 Outer Loop,hotel,2017,2017,No decision,No decision,No decision,Approved,0
687,2760,banking,0,SITEPLAN,3541 Outer Loop,commercial,2017,2017,No decision,No decision,No decision,Approved,0
688,1200,auto services,0,SITEPLAN,4350 Taylor Blvd CAT2B,commercial,2017,2018,Approved,No decision,No decision,No decision,0
689,4627,retail,0,SITEPLAN,2510 Portland Ave,commercial,2017,2017,No decision,No decision,No decision,Approved,0
690,0,multi-family,0,SITEPLAN,2510 Portland Ave,multi family,2017,2017,No decision,No decision,No decision,Approved,6
691,0,multi-family,0,SITEPLAN,Beckley Villiage,multi family,2017,2017,No decision,No decision,No decision,No decision,40
692,828800,warehouse,0,SITEPLAN,UPS Supply Chain/ Bld 8,industrial,2017,2017,No decision,No decision,No decision,Approved,0
693,20000,office,0,SITEPLAN,UPS Supply Chain/ Bld 8,commercial,2017,2017,No decision,No decision,No decision,Approved,0
694,3250,restaurant,0,SITEPLAN,Spring River,commercial,2017,2017,No decision,No decision,Approved,No decision,0
695,29700,manufacturing,0,SITEPLAN,Advanced Business Solutions,industrial,2017,2017,Approved,No decision,No decision,No decision,0
696,2950,office,0,SITEPLAN,1032 E Chestnut,commercial,2017,2017,No decision,No decision,No decision,Approved,0
697,21300,industrial,0,SITEPLAN,Terra View Trail,industrial,2017,2017,No decision,No decision,No decision,Approved,0
698,16600,warehouse,0,SITEPLAN,Marrilla Warehouse Rental,industrial,2017,2017,No decision,No decision,No decision,No decision,0
699,39900,mini-warehouse,0,SITEPLAN,William Self-Storage,commercial,2017,2017,No decision,No decision,No decision,Approved,0
700,2690,shelter/food service,0,SITEPLAN,St John Center,institutional,2017,2017,Approved,No decision,No decision,No decision,0
701,2401,training facility,0,SITEPLAN,Electrician Training Facility,institutional,2017,2017,No decision,No decision,Approved,No decision,0
702,4600,medical,0,SITEPLAN,Hidden Lakes Dental,commercial,2017,2017,No decision,No decision,No decision,Approved,0
703,382600,medical,0,SITEPLAN,Health and Wellness Campus,commercial,2017,2018,No decision,Approved,No decision,Approved,0
704,15000,retail,0,SITEPLAN,HOS Properties,commercial,2017,2017,Approved,No decision,Approved,No decision,0
705,110900,auto services,0,SITEPLAN,Mercedes Benz of Louisville,commercial,2017,2017,No decision,No decision,Approved,No decision,0
706,0,multi-family,0,SITEPLAN,110 Weisser Avenue,multi family,2017,2017,Approved,No decision,No decision,No decision,15
707,0,multi-family,0,SITEPLAN,The Paddock at Victory Knoll,multi family,2017,2017,No decision,No decision,No decision,Approved,470
708,7986,commercial,0,SITEPLAN,CAT2B 3122 Dixie,commercial,2017,2017,Approved,No decision,No decision,No decision,0
709,28850,warehouse,0,SITEPLAN,Trajan Property/Bld. 4,industrial,2017,2017,No decision,No decision,Approved,No decision,0
710,0,multi-family,0,SITEPLAN,13508 Factory Lane,multi family,2017,2017,No decision,No decision,No decision,Approved,274
711,4550,retail,0,SITEPLAN,Mobile MedTek,commercial,2017,2017,No decision,No decision,No decision,Approved,0
712,1750,restaurant,0,SITEPLAN,Mobile MedTek,commercial,2017,2017,No decision,No decision,No decision,Approved,0
713,22460,office,0,SITEPLAN,Mobile MedTek,commercial,2017,2017,No decision,No decision,No decision,Approved,0
714,0,multi-family,0,SITEPLAN,Netherwood,multi family,2017,2017,No decision,No decision,No decision,No decision,83
715,0,hotel,315,SITEPLAN,New Hotel for Whiskey Row,hotel,2017,2017,No decision,No decision,No decision,Approved,0
716,2040,auto services,0,SITEPLAN,Auto Dealership,commercial,2017,2017,No decision,No decision,No decision,No decision,0
717,73010,industrial,0,SITEPLAN,"RussTech, Inc.",industrial,2017,2017,No decision,No decision,No decision,No decision,0
718,9058,industrial,0,SITEPLAN,Mesa Foods,industrial,2017,2017,No decision,No decision,No decision,Approved,0
719,0,multi-family,0,SITEPLAN,Ferndale Gardens,multi family,2017,2017,No decision,No decision,No decision,No decision,145
720,18500,manufacturing,0,SITEPLAN,Ford KTP 5 Bay Teal Dock,industrial,2017,2017,No decision,No decision,No decision,Approved,0
721,8055,manufacturing,0,SITEPLAN,MultiCORR,industrial,2017,2017,No decision,No decision,No decision,No decision,0
722,0,multi-family,0,SITEPLAN,Multi-Family Residential,multi family,2017,2017,No decision,No decision,Approved,No decision,160
723,0,hotel,98,SITEPLAN,810 Phillips Ln,hotel,2017,2017,Approved,No decision,Approved,No decision,0
724,4000,recreation,0,SITEPLAN, ,commercial,2017,2017,No decision,No decision,No decision,No decision,0
725,9563,religious,0,SITEPLAN,Church Building Expansion,institutional,2017,2017,No decision,No decision,No decision,No decision,0
726,143520,warehouse,0,SITEPLAN,Louisville Industrial Center,industrial,2017,2017,No decision,No decision,No decision,No decision,0
727,6533,retail,0,SITEPLAN,St Matthews Mixed Use Redev,commercial,2017,2017,No decision,Approved,No decision,No decision,0
728,12276,restaurant,0,SITEPLAN,St Matthews Mixed Use Redev,commercial,2017,2017,No decision,Approved,No decision,No decision,0
729,0,multi-family,0,SITEPLAN,St Matthews Mixed Use Redev,multi family,2017,2017,No decision,Approved,No decision,No decision,276
730,65000,warehouse,0,SITEPLAN,Airspace III LLC,industrial,2017,2018,No decision,No decision,No decision,Approved,0
731,18100,mini-warehouse,0,SITEPLAN,Aladdin Storage,commercial,2017,2017,No decision,No decision,No decision,Approved,0
732,24350,auto services,0,SITEPLAN,Collins Collision Center,commercial,2017,2017,No decision,No decision,No decision,No decision,0
733,664200,warehouse,0,SITEPLAN,Renaissance South Business Pk,industrial,2017,2017,No decision,No decision,Approved,No decision,0
734,12960,office,0,SITEPLAN,Renaissance South Business Pk,commercial,2017,2017,No decision,No decision,Approved,No decision,0
735,8795,religious,0,SITEPLAN,Parish Life Center,institutional,2017,2017,No decision,No decision,No decision,Approved,0
736,0,multi-family,0,SITEPLAN,Magnolia Place Condominiums,multi family,2017,2017,No decision,No decision,No decision,No decision,24
737,16695,industrial,0,SITEPLAN,Outer Loop Landfill,industrial,2017,2017,No decision,No decision,No decision,No decision,0
738,3903,auto services,0,SITEPLAN,Bachman Subaru Expansion,commercial,2017,2017,No decision,No decision,No decision,No decision,0
739,6182,office,0,SITEPLAN,Post at Shelbyville Rd,commercial,2017,2017,No decision,No decision,No decision,No decision,0
740,0,multi-family,0,SITEPLAN,Commons at Moss Creek,multi family,2017,2017,No decision,No decision,No decision,Approved,233
741,60799,medical,0,SITEPLAN,FMC Pleasure Ridge Park,commercial,2017,2017,Approved,No decision,No decision,No decision,0
742,3575,restaurant,0,SITEPLAN,Raising Cane,commercial,2017,2017,No decision,No decision,No decision,Approved,0
743,54786,warehouse,0,SITEPLAN,Blankenbaker Station II-Lot 19,industrial,2017,2017,No decision,No decision,No decision,Approved,0
744,31270,office,0,SITEPLAN,Blankenbaker Station II-Lot 19,commercial,2017,2017,No decision,No decision,No decision,Approved,0
745,3100,office,0,SITEPLAN,Wingfield Road Office Building,commercial,2017,2017,No decision,No decision,Approved,No decision,0
746,204000,warehouse,0,SITEPLAN,Office/ Warehouse,industrial,2017,2017,No decision,No decision,No decision,No decision,0
747,20000,office,0,SITEPLAN,Office/ Warehouse,commercial,2017,2017,No decision,No decision,No decision,No decision,0
748,4397,daycare,0,SITEPLAN,Building Kidz School,commercial,2017,2017,No decision,No decision,No decision,No decision,0
749,3733,convenience store,0,SITEPLAN,Shalimar 1025 W Broadway,commercial,2017,2017,No decision,No decision,No decision,No decision,0
750,14288,warehouse,0,SITEPLAN,One Stroke Inks Expansion,industrial,2017,2017,No decision,No decision,No decision,No decision,0
751,1170,manufacturing,0,SITEPLAN,Plant Expansion,industrial,2017,2017,No decision,No decision,No decision,Approved,0
752,2255,retail,0,SITEPLAN,9903 Brownsboro Road,commercial,2017,2017,No decision,No decision,No decision,Approved,0
753,6717,restaurant,0,SITEPLAN,9903 Brownsboro Road,commercial,2017,2017,No decision,No decision,No decision,Approved,0
754,2500,banking,0,SITEPLAN,9903 Brownsboro Road,commercial,2017,2017,No decision,No decision,No decision,Approved,0
755,0,multi-family,0,SITEPLAN,Wildwood Green,multi family,2017,2017,No decision,No decision,No decision,Approved,496
756,0,multi-family,0,SITEPLAN,Austin Garden,multi family,2017,2017,No decision,No decision,No decision,No decision,26
757,129722,warehouse,0,SITEPLAN,LINAK Expansion,industrial,2017,2017,No decision,No decision,No decision,No decision,0
758,30054,office,0,SITEPLAN,LINAK Expansion,commercial,2017,2017,No decision,No decision,No decision,No decision,0
759,134000,mini-warehouse,0,SITEPLAN,Climate Controlled SelfStorage,commercial,2017,2017,No decision,No decision,No decision,No decision,0
760,4500,convenience store,0,SITEPLAN,National Turnpike Gas Station,commercial,2017,2017,Approved,No decision,No decision,No decision,0
761,4400,convenience store,0,SITEPLAN,Thornton's Gas Station,commercial,2017,2017,No decision,Approved,No decision,Approved,0
762,147500,warehouse,0,SITEPLAN,DCL Louisville,industrial,2017,2017,No decision,No decision,No decision,Approved,0
763,15000,office,0,SITEPLAN,DCL Louisville,commercial,2017,2017,No decision,No decision,No decision,Approved,0
764,16525,retail,0,SITEPLAN,Middletown Shops 6,commercial,2017,2017,No decision,No decision,Approved,No decision,0
765,5875,restaurant,0,SITEPLAN,Middletown Shops 6,commercial,2017,2017,No decision,No decision,Approved,No decision,0
766,281650,warehouse,0,SITEPLAN,Revised District Dev. Plan.,industrial,2017,2017,No decision,No decision,Approved,No decision,0
767,12000,office,0,SITEPLAN,Revised District Dev. Plan.,commercial,2017,2017,No decision,No decision,Approved,No decision,0
768,60000,commercial,0,SITEPLAN,Churchill Downs Suites,commercial,2017,2017,Approved,No decision,No decision,No decision,0
769,14240,kennel,0,ZONE,9420 Seatonville Rd,commercial,2017,2018,Approved,No decision,No decision,No decision,0
770,172263,medical,0,ZONE,Norton Brownsboro Hospital,commercial,2017,2018,Approved,No decision,No decision,No decision,0
771,79005,mini-warehouse,0,ZONE,4901 Cooper Chapel Rd,commercial,2017,2017,Approved,No decision,No decision,No decision,0
772,1800,auto services,0,ZONE,4141 Bardstown Rd,commercial,2017,2018,Approved,No decision,No decision,No decision,0
773,36800,daycare,0,ZONE,Harbor House,commercial,2017,2018,Approved,No decision,No decision,No decision,0
774,960,private club,0,ZONE,814 Eastwood Fisherville Rd,commercial,2017,2017,Approved,No decision,No decision,No decision,0
775,85000,wagering,0,ZONE,4520 Polar Level Rd,commercial,2017,2017,Approved,No decision,No decision,No decision,0
776,0,assisted living,0,ZONE,Glen Ridge Healthcare Campus,multi family,2017,2017,Approved,No decision,No decision,No decision,15
777,8000,medical,0,ZONE,Bennett & bloom Med. Office,commercial,2017,2017,Approved,No decision,No decision,No decision,0
778,189,restaurant,0,ZONE,Behar Cafe-Outdoor Alcohol,commercial,2017,2017,Approved,No decision,No decision,No decision,0
779,950,restaurant,0,ZONE,Hooked On Frankfort,commercial,2017,2018,Approved,No decision,No decision,Approved,0
780,10800,retail,0,ZONE,Willis-Klein Expansion,commercial,2017,2017,No decision,No decision,No decision,No decision,0
781,103522,private club,0,ZONE,Factory Lane,commercial,2017,2017,Approved,No decision,No decision,No decision,0
782,13168,restaurant,0,ZONE,Colonial Gardens,commercial,2017,2017,No decision,No decision,No decision,No decision,0
783,13842,medical,0,ZONE,Norton Children's Hospital,commercial,2017,2017,Approved,No decision,No decision,No decision,0
784,10010,commercial,0,URBAN,CT-Demolition & New Structure,commercial,2017,2017,No decision,No decision,No decision,No decision,0
785,0,multi-family,0,URBAN,BT- Bldg Renovatation and Add,multi family,2017,2017,No decision,No decision,No decision,No decision,2
